id,title,description,experience_level,type,location,location_code,upload_date,source,source_id,organization,skills,occupations
4205,Business Developer FT Patra,"The role of Business Developer is at the heart of Coca-Cola Tria Epsilon and is a position where you directly see the impact of your work every day. As a Business Developer, you will be responsible for managing a broad portfolio of some of the most iconic global and local soft drink, juice and beverage brands. You will meet our customers every day, and you will be the face of Coca-Cola Tria Epsilon in the market. As a member of our team, you will have constant support to achieve high performance and develop daily in a fast-paced and dynamic environment.
 
Supplies & Experience

I have similar previous experience in a similar external sales position in the same or similar industry
Driving License
Desirable degree from HEI/TEI/IEK
Excellent knowledge of the Greek language
I am result oriented and able to build trusting relationships
I am characterized by customer-centricity & I focus on the customer's needs
I can plan and schedule my work effectively, setting priorities and proposing solutions
I work collaboratively and responsibly
I am interested in my personal & professional development

Responsibilities as a Business Developer

Your daily mission: drive sales and market activation with a broad portfolio of iconic global and local brands
You will achieve goals by applying leading sales and market activation tools
You will build relationships of trust by finding the best solutions for our customers to achieve the highest level of customer satisfaction
You will collaborate and share best practices with your team to support each other in developing your skills
You will gather information about market and customer developments to adapt to them to evolve and win with our customers every day
You will have a planned itinerary for visiting clients so that you can focus on the essence of your work
I carry out store activation activities focusing on merchandising standards to expand customer transactions
I promote team spirit through close collaboration with team members as well as with members of other departments, always aiming for my growth
I am open to providing and receiving frequent feedback

Allowances

Company car & travel expenses
Mobile & iPad
Daily support
Product disposition
Bonus based on achieving goals


At Coca-Cola HBC, diversity thrives and we strive to eliminate all forms of stereotyping. This means we provide equal opportunities for everyone, regardless of race, color, religion, age, special needs, sexual orientation or gender identity. Come and join our team, so that we can continue to create an environment of inclusion, where everyone belongs and contributes collectively to success.",Entry / Junior,Full-time,"Patra, Greece",EL,2024-08-21,kariera.gr,164394,,"['http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075', 'http://data.europa.eu/esco/skill/2b2d7c6a-229a-40ba-80f3-b5b5766161a0', 'http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d', 'http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca', 'http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352', 'http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7']","['http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b', 'http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521']"
4206,Business Developer Beer Ioannina,"The role of the Business   Developer - Beer is at the heart of the Coca-Cola 3E beer category and is a position where you see daily and directly the impact of your work. As a Business Developer - Beer, you will be responsible for managing a portfolio with some of the world's most iconic beer brands such as Corona, Stella Artois and Bud. You will meet our customers on a daily basis, and you will be the representative of Coca-Cola 3E in the beer market. As a member of our team, you will have the constant support to achieve high performance and grow in a fast and dynamic environment.
 
Qualifiers & Experience:

Experience in a relevant sales position in the same or similar industry with emphasis on beer
Permanent residence in the area of interest
Driver's License
Higher education degree would be considered as a plus
Excellent knowledge of the Greek language
Result orientated and able to build trustworthy relationships
Ability to use a customer-centric approach and focus on customer needs
Effective planning and organizing of tasks, with a focus on providing effective solutions
Collaborative spirit and high sense of responsibility
Interest in personal & professional development

 
Key Responsibilities:

Increases sales and enriches the market with a broad portfolio of iconic global and local brands
Achieves goals by implementing top class sales and market activation tools
Builds trusting relationships by finding the best solutions for our customers to achieve a higher level of customer satisfaction
Collaborates and shares best practices with the team to support each other in developing capabilities
Knowledge of the mechanics of the Draught barrel system and its characteristics so that you can provide effective solutions to customers
Gathers information about market and customer development so you can adapt to them and be able to grow and win with our customers every day
A scheduled itinerary for customer visits is provided in order to be able to focus on the essence of your work
Participates in store activation activities focusing on merchandising standards in order to expand customer transactions
Promotes team spirit through close collaboration with team members as well as members of other departments, always aiming at your development
Provides and receives frequent and constructive feedback

Our goal is to create the right environment in which all our employees will feel that they belong to a big family and will have the opportunity to be inspired and develop continuously. At Coca-Cola HBC, we are an inclusive employer that thrives on diversity. This means our environment provides equal opportunities for all, regardless of race, color, religion, age, disability, sexual orientation, or gender identity. Join us in nurturing a culture where everyone belongs and contributes to our collective success.",Entry / Junior,Full-time,"Ioannina, Greece",EL,2024-08-21,kariera.gr,164393,,"['http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d', 'http://data.europa.eu/esco/skill/9f10e94b-a43d-4772-9f60-24e9bbbdedb7', 'http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca', 'http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612', 'http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b', 'http://data.europa.eu/esco/skill/dbc538a0-7d1d-4394-b2f6-8fae44a55d86', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7']",[]
4207,"Business Developer FT Agrinio, Astakos","The role of Business Developer is at the heart of Coca-Cola Tria Epsilon and is a position where you directly see the impact of your work every day. As a Business Developer, you will be responsible for managing a broad portfolio of some of the most iconic global and local soft drink, juice and beverage brands. You will meet our customers every day, and you will be the face of Coca-Cola Tria Epsilon in the market. As a member of our team, you will have the constant support to achieve high performance and develop daily in a fast-paced and dynamic environment. Resources & Experience* I have similar previous experience in a similar outside sales position in the same or similar industry* Driving License* Desirable degree AEI/TEI/IEK* Excellent knowledge of the Greek language* I am result-oriented and able to create trusting relationships* I am characterized by customer-centricity & I focus on the customer's needs* I can plan and schedule my work effectively, setting priorities and proposing solutions* I work collaboratively and responsibly* I am interested in my personal & professional development Responsibilities as a Business Developer* Your daily mission: drive sales and market activation with a broad portfolio of iconic global and local brands* You will achieve goals by implementing leading sales and market activation tools * You will build trusting relationships by finding the best solutions for our clients to achieve the highest level of customer satisfaction* You will collaborate and share best practices with your team to support each other in developing your skills* You will gather information about with market and customer developments to adapt to them to evolve and win with our customers every day* You will have a planned itinerary for customer visits so you can focus on the core of your work* I carry out store activation activities focusing on merchandising standards to expand customer transactions* I promote team spirit by working closely with team members as well as with members of other departments, always aiming for my own growth* I am open to providing and receiving frequent feedbackBenefits* Company car & travel expenses * Mobile & iPad* Daily support* Product availability* Bonus based on achievement of goalsAt Coca-Cola HBC, diversity thrives and we strive to eliminate all forms of stereotyping. This means we provide equal opportunities for everyone, regardless of race, color, religion, age, special needs, sexual orientation or gender identity. Come and join our team, so that we can continue to create an environment of inclusion, where everyone belongs and contributes collectively to success.",Entry / Junior,Full-time,"Agrinio, Greece",EL,2024-08-21,kariera.gr,164392,,"['http://data.europa.eu/esco/skill/2b2d7c6a-229a-40ba-80f3-b5b5766161a0', 'http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a']","['http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b', 'http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521']"
4278,PL/SQL Developer,"Executive Level Team on behalf of its client, the leading company in wholesale consumer goods operating also one of the largest retail networks in Greece, is looking for a PL/SQL Developer. 






 
PL/SQL Developer
The PL/SQL Developer will analyze, design, implement and support all services performed for the distribution centers of the company.
 
Responsibilities:

Collaborate with Business analysts and Business Stakeholders to develop new procedures and improvements to the aforementioned applications
Participate in the design, implementation, updating and maintenance of all applications
Analyze and record the needs in each developing business process
Support application users
Work with team members to complete new projects on time

Requirements:

Minimum 2 years of experience as a PL/SQL Developer
Good understanding of relational databases
Bachelor’s degree or Technical Qualification in Computer science
Familiarity in C#, .Net Framework and experience in Retail Sector
Willingness to understand internal business processes",Mid-level,Full-time,"Athens, Greece",EL,2024-08-20,kariera.gr,164280,,"['http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2', 'http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284', 'http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5', 'http://data.europa.eu/esco/skill/fcc0a1c8-d36e-4f8e-b928-00d5bca10a47']","['http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97', 'http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5', 'http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d', 'http://data.europa.eu/esco/occupation/d1b1dfdf-7d60-430a-b569-7dd71b2ebeaa', 'http://data.europa.eu/esco/isco/C142']"
4279,.Net Developer,"Executive Level Team on behalf of its client, the leading company in wholesale consumer goods operating also one of the largest retail networks in Greece, is looking for a .Net Developer for its growing team.
.Net Developer
The .Net Developer will be a part of the company’s Software Development team and will get involved in the company’s internal applications, working in a dynamic environment.
Responsibilities:

Write code for in-house applications systems, being responsible for the entire software lifecycle
Participate actively in the research, analysis and design of innovative applications in order to achieve functional and technological innovation and progress
Participate in updating, maintaining and improving existing products
Stay constantly updated on new technologies and propose ideas, contributing to the upgrade of the company’’s programming tools and technological infrastructure

Requirements:

Bachelor’s degree or Technical Qualification in Computer science
2+ years of experience in similar positions
Knowledge of C#, Visual Basic .NET, ASP.NET MVC, .NET Core
Experience with relational databases SQL Server, Sybase, MySQL etc
Excellent use of Greek and English language
Analytical thinking, flexibility and teamwork

Nice to have:

Experience with Visual Studio 2015-2022 ; use of Javascript, Jquery, REST APIs, JSON/XML   
Experience in developing apps with Android studio ; (Java/Kotlin)",Mid-level,Full-time,"Athens, Greece",EL,2024-08-20,kariera.gr,164279,,"['http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413', 'http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68', 'http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137', 'http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a', 'http://data.europa.eu/esco/skill/7dfbe0f3-076f-4a19-9eaa-db4d6db704b6', 'http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523', 'http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7']","['http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2', 'http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135', 'http://data.europa.eu/esco/isco/C142']"
4280,Senior .NET Developer Athens,"Executive Level Team on behalf of its client, a global IT professional services leader, is looking for a Senior .NET Developer.
 
Senior .NET Developer Athens
The Senior .NET Developer will assist in the development, implementation and management of technology-based business solutions to improve the clients’ delivery approach. He will contribute to the interdisciplinary team in an international environment, in close cooperation with product owners, project managers, testers and architects.
 
Responsibilities:

Develop cloud native solution with modern, domain and event driven methodologies
Develop of Restful Web APIs in Microservices Architecture
Assist in design of cloud ready applications
Support the technical design process by participating in the analysis of technical and business application requirements
Assist in analysis and design of standard development life-cycle process (CI/CD, Test Automation, Code Quality etc.)
Assist in implementing analysis that will identify requirements related to people, processes and technology
Participate in execution and documentation of tests

 
Requirements:

Knowledge and experience on DevOps Tools: GIT, Azure DevOps etc.
Very good programming skills: C# .NET, .NET Core, SQL, LINQ
Bachelor’s degree in Computer Science, Information Systems or other relevant degree
Understanding of agile methodology principles
Ability to work creatively and analytically in a problem-solving environment
Solid troubleshooting skills",Mid-level,Full-time,"Athens, Greece",EL,2024-08-20,kariera.gr,164278,,"['http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328', 'http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2', 'http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a', 'http://data.europa.eu/esco/skill/54660948-b811-49a9-874c-bf2be5f280a2', 'http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742', 'http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f', 'http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363', 'http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e', 'http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68', 'http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221', 'http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4']","['http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34', 'http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2', 'http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb', 'http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b', 'http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135', 'http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5', 'http://data.europa.eu/esco/occupation/cc867bee-ab5c-427f-9244-f7a204d9574b']"
4281,Senior .NET Developer Thessaloniki,"Executive Level Team on behalf of its client, a global IT professional services leader, is looking for a Senior .NET Developer.
 
Senior .NET Developer Thessaloniki
The Senior .NET Developer will assist in the development, implementation and management of technology-based business solutions to improve the clients’ delivery approach. He will contribute to the interdisciplinary team in an international environment, in close cooperation with product owners, project managers, testers and architects.
 
Responsibilities:

Develop cloud native solution with modern, domain and event driven methodologies
Develop of Restful Web APIs in Microservices Architecture
Assist in design of cloud ready applications
Support the technical design process by participating in the analysis of technical and business application requirements
Assist in analysis and design of standard development life-cycle process (CI/CD, Test Automation, Code Quality etc.)
Assist in implementing analysis that will identify requirements related to people, processes and technology
Participate in execution and documentation of tests

 
Requirements:

Knowledge and experience on DevOps Tools: GIT, Azure DevOps etc.
Very good programming skills: C# .NET, .NET Core, SQL, LINQ
Bachelor’s degree in Computer Science, Information Systems or other relevant degree
Understanding of agile methodology principles
Ability to work creatively and analytically in a problem-solving environment
Solid troubleshooting skills",Mid-level,Full-time,"Thessaloniki, Greece",EL,2024-08-20,kariera.gr,164276,,"['http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328', 'http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2', 'http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a', 'http://data.europa.eu/esco/skill/54660948-b811-49a9-874c-bf2be5f280a2', 'http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742', 'http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f', 'http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363', 'http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e', 'http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68', 'http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221', 'http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4']","['http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34', 'http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2', 'http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb', 'http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b', 'http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135', 'http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5', 'http://data.europa.eu/esco/occupation/cc867bee-ab5c-427f-9244-f7a204d9574b']"
4283,Senior Java Developer Athens,"Executive Level Team on behalf of its client, a global IT professional services leader, is looking for a Senior Java Developer.
 
Senior Java Developer Athens
The Senior Java Developer will play a key role in the development, implementation and management of technology-based business solutions to improve the clients’ delivery approach. He will be coding, testing and implementing configuration changes for cloud native solutions.
 
Responsibilities:

Supporting the architecture solution outline and addressing both technical and business needs
Supporting the technical design process by participating in the analysis of technical application requirements
Development of cloud native solution with modern, domain and event driven methodologies
Develop Microservices Architecture
Assisting in design of cloud ready applications
Assisting in analysis and design of standard development life-cycle process (CI/CD, Test Automation, Code Quality etc.)
Assisting in implementing analyses that will identify requirements related to people, processes and technology
Coding and testing program modules; assisting in design
Participating in execution and documentation of tests

 
Requirements:

Java SOA or Microservices implementation
Ability to work as a team member
Ability to work creatively and analytically in a problem-solving environment
Degree of AEI / TEI in Computer Science or other relevant field",Mid-level,Full-time,"Athens, Greece",EL,2024-08-20,kariera.gr,164275,,"['http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328', 'http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2', 'http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389', 'http://data.europa.eu/esco/skill/54660948-b811-49a9-874c-bf2be5f280a2', 'http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f', 'http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363']","['http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb', 'http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e', 'http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775', 'http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7']"
4284,Senior Java Developer Thessaloniki,"Executive Level Team on behalf of its client, a global IT professional services leader, is looking for a Senior Java Developer.
 
Senior Java Developer Thessaloniki
The Senior Java Developer will play a key role in the development, implementation and management of technology-based business solutions to improve the clients’ delivery approach. He will be coding, testing and implementing configuration changes for cloud native solutions.
 
Responsibilities:

Supporting the architecture solution outline and addressing both technical and business needs
Supporting the technical design process by participating in the analysis of technical application requirements
Development of cloud native solution with modern, domain and event driven methodologies
Develop Microservices Architecture
Assisting in design of cloud ready applications
Assisting in analysis and design of standard development life-cycle process (CI/CD, Test Automation, Code Quality etc.)
Assisting in implementing analyses that will identify requirements related to people, processes and technology
Coding and testing program modules; assisting in design
Participating in execution and documentation of tests

 
Requirements:

Java SOA or Microservices implementation
Ability to work as a team member
Ability to work creatively and analytically in a problem-solving environment
Degree of AEI / TEI in Computer Science or other relevant field",Mid-level,Full-time,"Thessaloniki, Greece",EL,2024-08-20,kariera.gr,164274,,"['http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328', 'http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2', 'http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389', 'http://data.europa.eu/esco/skill/54660948-b811-49a9-874c-bf2be5f280a2', 'http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f', 'http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363']","['http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb', 'http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e', 'http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775', 'http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7']"
4325,Full Stack Developer / Front End,"We are looking for a talented Laravel Developer, preferably with a front end orientation (Vue/Angular) and passion for software development and technology. You will be responsible for improving our platforms' functionality and implementing new features.
Responsibilities

Develop and deploy new features to facilitate related procedures and tools if necessary
Implement front-end components with a progressive framework
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Write ""clean"", well-designed, tested, PHP code
Documenting key architectural decisions
Contributing in Sprint Retros, Sprint Planning, & technical speccing

 
Core competencies of the ideal candidate 

Experience in Angular JavaScript framework or Vue.js frameworks (with willingness to learn Angular).
Experience in Laravel PHP framework and MVC architecture
Degree in Computer Science
At least 3 years of JavaScript development experience
At least 3 years of Proven software development experience in PHP on complex high traffic websites
Proficient in HTML5, CSS3, JavaScript
Experience with responsive and adaptive design.
Experience with version control tools in a team environment (Git, Github, Bitbucket)

 
Personal Characteristics

Comfortable in a small, fast-paced start-up environment
Able and willing to follow guidelines as far as workflow and code style are concerned
Passion for improving the codebase, team, and processes as we go
Asynchronous communication experience
Excellent time management skills

 
What do you get (remuneration & benefits)?

Competitive Salary
Daily exposure on top-notch technologies, practices and methodologies
A central Athens office and meeting space to use when you need it
A secure job position in an exponentially growing IT company",Senior,Full-time,"Athens, Greece",EL,2024-08-20,kariera.gr,164219,,"['http://data.europa.eu/esco/skill/378caeec-10a0-4162-b75c-ab374a42e93d', 'http://data.europa.eu/esco/skill/6ad40ca3-dc34-4442-b23f-0b1b28936f56', 'http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f']","['http://data.europa.eu/esco/occupation/57af9090-55b4-4911-b2d0-86db01c00b02', 'http://data.europa.eu/esco/occupation/8cb59bc4-1f39-477e-beea-effed12d186c']"
4373,Web Developer,"Epsilon Net S.A., the largest IT groups of companies in Greece and No.1 Best Workplace in Tech 2023, is seeking for the department of R&D, a Web Developer.
Responsibilities:


Collaborate with cross-functional teams to define, design, and ship new features.


Work on new feature development, as well as maintenance of existing features and bug fixes


Design, build, and maintain highly reusable C#, JavaScript, HTML and CSS code


Ensure the best possible performance, quality, and responsiveness of the application


Unit-test code for robustness, including edge cases, usability, and general reliability


Requirements:


BS/MS degree in Computer Science, Engineering or a related subject


1 - 3 years of overall software development experience


Experience with .NET 4.5+, .NET Core principles and best practices


Good knowledge of HTML5 and JavaScript, TypeScript, jQuery and its best practices


Experience working with remote data via REST and JSON


Experience with SQL Server


Experience with Git will be considered as an asset


Solid understanding of the full development life cycle and scrum process framework.


Native greek speaker


We Offer:


Multi-awarded working environment (10 Best Workplaces Hellas, 4 Best Workplaces Europe, 2 Best Workplaces™ for Women, 1 Best Workplace in Technology Awards).


Competitive remuneration package.


Ongoing training, opportunities & career development.


Private medical insurance.


Psychological support line.


Online personal- training programs.


Free participation in Epsilon Training & Epsilon College educational programs.


Remote working model.",Mid-level,Full-time,"Pylaia, Greece",EL,2024-08-20,kariera.gr,164171,,"['http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26', 'http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d', 'http://data.europa.eu/esco/skill/49dd67a9-d0a6-4375-b856-85e09032fdac', 'http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68', 'http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead', 'http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc']","['http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d', 'http://data.europa.eu/esco/isco/C214']"
4385,Python Backend Developer,"Executive Level team, on behalf of its client, a world leader in lidar systems, is looking for a Python Backend Developer for its growing team. 
 
Python Backend Developer 
 
Responsibilities

Design and maintain software that:- Orchestrates the control of multiple diverse custom hardware components- Schedules and controls lidar measurements- Interfaces with a database for getting configuration and storing status- Serves a RESTful API which allows a user to interface with
Perform and automate the deployment of our software
Design CI/CD processes
Draft and maintain software documentation
Turn requirements into simple (but not simplified) software designs
Design new functionality and refactor existing one
Write well-structured, reusable and testable code following best practices 

 
Requirements

3+ years of Python development experience in a production environment 
Knowledge of threading
1+ years of Django experience
API design experience (Django Rest Framework)
Knowledge of git version control system
Web application deployment experience (Docker, Cloud platforms)
Experience with Linux and scripting

 
Nice to have

Communication protocols experience (RS232, TCP/IP)
Relational database design experience
Experience on IoT projects
Bachelor or Master’’s degree in Computer Science or related field",Mid-level,Full-time,"Athens, Greece",EL,2024-08-20,kariera.gr,164156,,"['http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b', 'http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b', 'http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba', 'http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333', 'http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363']",[]
4406,Business Developer Kefalonia,"The role of Business Developer is at the heart of Coca-Cola Tria Epsilon and is a position where you directly see the impact of your work every day. As a Business Developer, you will be responsible for managing a broad portfolio of some of the most iconic global and local soft drink, juice and beverage brands. You will meet our customers every day, and you will be the face of Coca-Cola Tria Epsilon in the market. As a member of our team, you will have constant support to achieve high performance and develop daily in a fast-paced and dynamic environment.
 
Supplies & Experience

I have similar previous experience in a similar external sales position in the same or similar industry
Driving License
Desirable degree from HEI/TEI/IEK
Excellent knowledge of the Greek language
I am result oriented and able to build trusting relationships
I am characterized by customer-centricity & I focus on the customer's needs
I can plan and schedule my work effectively, setting priorities and proposing solutions
I work collaboratively and responsibly
I am interested in my personal & professional development

Responsibilities as a Business Developer

Your daily mission: drive sales and market activation with a broad portfolio of iconic global and local brands
You will achieve goals by applying leading sales and market activation tools
You will build relationships of trust by finding the best solutions for our customers to achieve the highest level of customer satisfaction
You will collaborate and share best practices with your team to support each other in developing your skills
You will gather information about market and customer developments to adapt to them to evolve and win with our customers every day
You will have a planned itinerary for visiting clients so that you can focus on the essence of your work
I carry out store activation activities focusing on merchandising standards to expand customer transactions
I promote team spirit through close collaboration with team members as well as with members of other departments, always aiming for my growth
I am open to providing and receiving frequent feedback

Allowances

Company car & travel expenses
Mobile & iPad
Daily support
Product disposition
Bonus based on achieving goals

Coca-Cola Tria Epsilon offers equal career opportunities to all. We will handle your application with complete confidentiality, in accordance with the personal data protection legislation. In the event that recommendations are required, they will only be requested once we receive your approval.",Entry / Junior,Full-time,"Omala, Greece",EL,2024-08-20,kariera.gr,164124,,"['http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075', 'http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d', 'http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca', 'http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352', 'http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7']","['http://data.europa.eu/esco/occupation/1619d7f3-7d95-407c-a20e-47745bfcde73', 'http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521']"
