organization,skills,occupations,sectors,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id,source_file
,"['http://data.europa.eu/esco/skill/81e812e6-cf9e-4166-9b3c-b0b8492fe354', 'http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363', 'http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/e13b734a-218c-434a-a7cc-febac6d24ef3']","['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/c418ed9a-132f-48cd-ae5c-dd375070ee0e', 'http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39', 'http://data.europa.eu/esco/isco/C2', 'http://data.europa.eu/esco/isco/C334']","['Research and experimental development on social sciences and humanities', 'General public administration activities', 'Regulation of and contribution to more efficient operation of businesses', 'Foreign affairs', 'Activities of call centres']",51701,SALES SECRETARY OFFICER,"A multinational group of companies with industrial activity and a leading position in its sector, wishes to hire a Secretarial Clerk for the Commercial Department of its Subsidiary in Greece.
The main mission of the position, which is full-time and reports to the Commercial Director, includes the support of the Commercial Department.
The individual duties of the position include:

Call center management.
Electronic entry of orders and filing.
Organization of business trips.
Preparation and sending of gifts, promotional material, etc.

Required Qualifications:

Minimum experience of 2 years in a similar position.
Excellent knowledge of computers and MS Office applications
Excellent knowledge of ERP systems and preferably SoftOne.
Excellent knowledge of English
Developed organizational and communication skills
Team spirit, integrity and ability to meet deadlines

The company offers:
 Competitive salary based on qualifications including fixed salary and bonus.

Continuous education
Excellent working environment
Significant prospects for professional development and growth in a fast-growing multinational Group.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-18,kariera.gr,170777,jobs_secretary_bilingual_el.csv
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/e3e42d54-78bd-4337-aa87-bb31a7670c9a']","['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/b2e81332-0972-4e0f-9a4d-1d15c9c9513b']",,51876,Back Office Secretary with Marketing knowledge,"DIALYNAS SA, exclusive representative for Greece and Cyprus in Innovative High-Tech Adhesives, Sealants and Waterproofing materials, is interested in hiring:
Back-office employee / Secretary
Responsibilities
•    Welcoming customers and partners.  Communication and Service. Management of incoming calls and e-mails, ordering, invoicing. Preparation, sending and monitoring of financial offers to customers. conferences, etc.)•    Scheduling presentations and seminars
Qualifications
•    Necessary experience in a similar position of more than 2 years•    Excellent knowledge of MS Office (Word, Excel, Power Point) and Internet•    Excellent knowledge of the English language (oral and written)•    Knowledge of commercial management of ERP programs (preferably EnterSoft)  •  Ability in written and spoken language•    Typing technique•    Team spirit, consistency, responsibility, positive disposition, professional demeanor with attention to detail•    Knowledge of graphics programs will be considered a competitive advantage
The company provides:
•  A unique opportunity for a career in a dynamic and rapidly growing company.
•  Satisfactory remuneration and continuous training.  
• Modern and pleasant work environment.
•  Steady five-day full-time work.
 
Submitted resumes are treated as strictly confidential.",Senior,Full-time,"Nea Ionia, Greece",EL,,,,2024-09-17,kariera.gr,170571,jobs_secretary_el.csv
,"['http://data.europa.eu/esco/skill/28d715e3-3e5b-4fb6-8dd2-4be4919c8587', 'http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a', 'http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442']",,51913,Secretary for the Staffing Department of Civil Engineering,"A technical company in Western Thessaloniki is looking for a Secretary to staff the Civil Engineering Department.
If you are a person with excellent organizational and communication skills, we invite you to submit your application.
Responsibilities:

Manage and route incoming and outgoing calls, emails and messages accurately.
Management and Planning of daily tasks.
Customer Service & Complaint Management.
Compilation of reports and statistics.




Necessary Qualifications


Excellent knowledge of Microsoft Office programs (Word, Outlook, Excel, PowerPoint).
Experience in a secretarial position with telephone service.
Ability to work under pressure.
Degree of HEI-TEI.




Allowances


Full time - five days work Monday - Friday.
Competitive remuneration package.
Professional development opportunities.
Pleasant, organized, dynamic and modern work environment.",Senior,Full-time,"Kallithea, Greece",EL,,,,2024-09-17,kariera.gr,170531,jobs_secretary_el.csv
,"['http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328', 'http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575', 'http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e', 'http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b', 'http://data.europa.eu/esco/skill/64db87c7-2360-4e20-88d3-d222402e477c', 'http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f', 'http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996', 'http://data.europa.eu/esco/skill/bb40da1a-232f-4ba1-a9f5-5283a4fb7a7a', 'http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655', 'http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42']","['http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d', 'http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d', 'http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9', 'http://data.europa.eu/esco/isco/C2521']",,2148,Senior Database Engineer,"Company DescriptionAbout Netcompany-IntrasoftWe are Netcompany-Intrasoft, a leading European IT Solutions and Services Group with strong international presence and expertise, offering innovative and added-value solutions of the highest quality to a wide range of international and national public and private organizations. More than 500 organizations in over 70 countries worldwide have chosen the company's services and solutions to fulfill their business needs.For more information regarding our company, current projects, and openings around Europe, please consult our website: www.netcompany-intrasoft.com.Job DescriptionA day in the life of a Database Engineer for the Public Sector:Design and develop database, ensuring optimal performance, security, and scalability.Maintain and enhance existing databases to improve performance, upgrade interfaces, and integrate new features.Collaborate with application developers to integrate databases with existing applications and support application development.Write well-designed, testable, efficient database scripts, stored procedures, and functions.Provide support by troubleshooting and resolving database issues.Document database schemas and development processes.Stay informed of new technologies and best practices in database development.QualificationsBachelor's degree in Computer Science, Information Technology, or a related field.Proven work experience as a Database Developer or similar role with at least 2 years experience.Strong understanding of SQL and experience with database technologies such as MySQL, PostgreSQL, Oracle.Experience with database design, documentation, and coding.Familiarity with software development methodologies and the software development lifecycle.Additional InformationWe ensure equal opportunities, treatment, and consideration to all candidates. Discrimination based on sex, racial or ethnic origin, religion or belief, disability, age, sexual orientation or marital status, physical or mental disability, or any other factor protected by applicable laws and regulations is prohibited. At Netcompany-Intrasoft we respect human rights as part of our culture, and we focus on creating a positive workplace in which all employees are valued and where diversity and inclusivity are welcomed.The safety and well-being of our employees remain our top priority. Please note that Netcompany-Intrasoft's recruitment process is being conducted virtually due to preventive measures against the Covid-19 pandemic.Our cultureOur people are the most important element of our success. Our work life is well defined by our set of fundamental Values: https://bit.ly/3SSbBzU  #BePartOfSomethingGreat!*Please submit your CV in EnglishAll applications will be treated as strictly confidential.",,Full-time,"Athens, Greece",EL,,,,2024-08-30,kariera.gr,149471,jobs_software_developer_el.csv
,"['http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2', 'http://data.europa.eu/esco/skill/33a0a2ea-025e-4107-8717-39ac45b3b78c', 'http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf', 'http://data.europa.eu/esco/skill/736ef286-fbd3-4e5c-a4b4-d1e2008c9898', 'http://data.europa.eu/esco/skill/ac516e9b-8bfa-4b72-8e3e-340b0a3a51d5']",['http://data.europa.eu/esco/occupation/dc97adbe-f807-4ad8-8f3c-c24b3416cdef'],,45577,Digital Marketing Manager,"Digital Marketing Manager
 
Key responsibilities :
Develop and implement digital strategies for our brands.
Design manage and optimise  digital advertising campaigns
Coordinate with our graphic designer and software developer to ensure continuous UX improvement
Coordinate with internal and external teams and manage content creation
Lead the projects from inception to completion
 
Position Requirements :
University Degree in Marketing / Digital Marketing/ Computer Science / Business/ or related field
2-4 years of relevant experience in digital marketing 
Experience in SEO , Google Analytics and other digital marketing tools",Mid-level,Full-time,"Peristeri, Greece",EL,,,,2024-09-13,kariera.gr,170065,jobs_software_developer_el.csv
,"['http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413', 'http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d', 'http://data.europa.eu/esco/skill/bcd2ce08-ba12-4d66-865f-f4ba36419707', 'http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/2082e125-d06b-43e6-957f-b7aa3c48dc2f', 'http://data.europa.eu/esco/occupation/781a6350-e686-45b9-b075-e4c8d5a05ff7']",,50921,Microsoft Office Suite Developer,"We are looking for a talented Developer with a proven experience in Software Development teams and with an advanced knowledge of Microsoft Office Suite. The chosen person will be entrusted with reporting projects in the Retail and FMCG sector, including the automation of the reports that we release monthly to customers.The candidate will be included in our staff and will have direct contact with internal clients in an international context.Knowledge of English is a mandatory requirement.

Collaborate with cross-functional teams to design, develop, and maintain custom solutions within Microsoft Office Suite.
Create and enhance macros, add-ins, and templates for Excel, PowerPoint.
Troubleshoot and resolve issues related to Office applications and integrations.
Stay up to date with the latest Office 365 features and recommend best practices to optimize productivity.
Bachelor's degree in computer science, Information Technology, or related field.
Proven experience (minimum 2 years) working with Microsoft Office Suite, proficiency in VBA (Visual Basic for Applications) and VB.NET will be a preferred qualification.
Strong problem-solving skills and ability to work independently
Knowledge of Office customization and automation. Proficiency in Excel and PowerPoint preferred.
MS SQL Server/ PostgreSQL/ Phyton /C Language /Linux as optional skills.
Good communication and collaboration skills.




At Circana, we are fueled by our passion for continuous learning and growth, we seek and share feedback freely, and we celebrate victories both big and small in an environment that is flexible and accommodating to our work and personal lives. We have a global commitment to diversity, equity, and inclusion as we believe in the undeniable strength that diversity brings to our business, employees, clients, and communities (with us you can always bring your full self to work). Join our inclusive, committed team to be a challenger, own outcomes, and stay curious together.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-16,kariera.gr,170175,jobs_software_developer_el.csv
,"['http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575', 'http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2', 'http://data.europa.eu/esco/skill/5650081a-877d-4d59-b7df-05c00572485a', 'http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742', 'http://data.europa.eu/esco/skill/6d87af20-e2fe-4303-ac80-337e5266b242', 'http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f', 'http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c', 'http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e', 'http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68', 'http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221', 'http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4']","['http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2', 'http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e', 'http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b', 'http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5', 'http://data.europa.eu/esco/occupation/cc867bee-ab5c-427f-9244-f7a204d9574b', 'http://data.europa.eu/esco/occupation/d515e82a-ca9f-4be4-9823-33694dff7304']",,53769,.NET Developer,"ICAP Executive Search & Selection is one of the premium consultancies and part of ICAP People & Employment Solutions, the largest HR Services Provider in Greece and Cyprus. With more than 50 years of experience, we specialize in assessing and recruiting Senior to Middle Level Executives across all sectors.ICAP Executive Search & Selection on behalf of its client, a Leading Multinational IT Consulting Company, is seeking for a .NET Developer, to join their highly qualified software development team.
.NET Developer (5337/DND/ESS/GR)
Locations: Athens/ThessalonikiJob Overview:As a .NET Developer, you will play a critical role in developing and implementing cloud-native solutions, designing scalable applications, and driving technological improvements for global clients. This is an opportunity to contribute to high-impact projects, leveraging your expertise in .NET technologies within a collaborative and agile environment.Responsibilities:

Create cloud-native solutions using modern methodologies, including domain-driven and event-driven design, and develop RESTful Web APIs based on microservice architectures.
Design and develop scalable, low-latency distributed applications to meet client needs.
Assist in the analysis and design of the full development lifecycle, incorporating CI/CD, test automation, code quality, and performance testing.
Participate in the analysis of technical and business application requirements, and support the technical design process.
Assist in the execution and documentation of tests to ensure the functionality and quality of solutions.
Work closely with product owners, project managers, architects, testers, and other stakeholders to deliver high-quality solutions in an international, interdisciplinary team.
Demonstrate team leadership skills and mentor junior developers as needed.

Qualifications:

Bachelor’s degree in Computer Science, Information Systems, or a related field.
Hands-on experience in a similar role, working with C# .NET, .NET Core, SQL, and LINQ.
Familiarity with DevOps tools like GIT and Azure DevOps.
Strong understanding of RESTful API design concepts and working knowledge of the JSON format.
Experience with test automation, continuous integration, and continuous delivery (CI/CD) practices.
Solid understanding of Agile development methodologies and experience working in an Agile environment.
Strong troubleshooting skills with the ability to work creatively and analytically in a problem-solving environment.
Ability to collaborate effectively with cross-functional teams and contribute to a positive team environment.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-20,kariera.gr,171325,jobs_software_developer_el.csv
,"['http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575', 'http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e', 'http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b', 'http://data.europa.eu/esco/skill/64db87c7-2360-4e20-88d3-d222402e477c', 'http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f', 'http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3', 'http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996', 'http://data.europa.eu/esco/skill/bb40da1a-232f-4ba1-a9f5-5283a4fb7a7a', 'http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655', 'http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42']","['http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d', 'http://data.europa.eu/esco/occupation/719f101d-1866-49d3-8d5c-2256f606a8b9', 'http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d', 'http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9']",,53881,Database Engineer (Mid-Senior),"Company DescriptionWe are Netcompany-Intrasoft, a member of Netcompany Group A/S, and a leading European IT Solutions and Services company with strong international presence and expertise, dedicated to responsible digitalisation. We offer innovative and added-value solutions of the highest quality to a wide range of public and private organizations, while being a key-player in the EU Institutions for the past 30 years. We hold an outstanding record of 500+ organizations in 70+ countries, that have chosen our solutions and services, to fulfil their business needs. Our team of 3500+ professionals is our driving force and our most valuable asset.Job DescriptionEver wondered what it feels like to be a Database Engineer in Netcompany-Intrasoft?As a Database Engineer you will:Design and develop database, ensuring optimal performance, security, and scalability.Maintain and enhance existing databases to improve performance, upgrade interfaces, and integrate new features.Collaborate with application developers to integrate databases with existing applications and support application development.Write well-designed, testable, efficient database scripts, stored procedures, and functions.Provide support by troubleshooting and resolving database issues.Document database schemas and development processes.Stay informed of new technologies and best practices in database development.QualificationsWhat would make you a fit for the role:Bachelor's degree in Computer Science, Information Technology, or a related field.Proven work experience as a Database Developer or similar role with at least 2 years experience.Strong understanding of SQL and experience with database technologies such as MySQL, PostgreSQL, Oracle.Experience with database design, documentation, and coding.Familiarity with software development methodologies and the software development lifecycle.Additional InformationBeing a part of the Netcompany-Ιntrasoft team, you will be provided with: The opportunity to work in a modern environment & in a hybrid working modelA seamless onboarding experience and a buddy to support you on your first stepsA competitive compensation & benefits packageHealth and life insurance programMeal and commuting allowanceWell-being activities (on premises)Continuous learning opportunities using the most modern methods (unlimited access to Udemy for Business, ad-hoc trainings)A personalized development plan for targeted career growthIf you are looking forward to be part of a diverse environment, and have the opportunity to work alongside well-experienced professionals, on challenging, large-scale projects that directly impact millions of citizens around the globe, then this is the place to be!Join Netcompany-Intrasoft Thessaloniki's branch, and be part of our 250+ tech enthusiasts team!Our cultureOur people are the most important element of our success. Our work life is well defined by our set of fundamental Values: https://netcompany.com/careers/greece/our-values/ #BePartOfSomethingGreat!Please submit your CV in English. All applications will be treated as strictly confidential.We ensure equal opportunities, treatment, and consideration to all candidates. Discrimination based on sex, racial or ethnic origin, religion or belief, disability, age, sexual orientation or marital status, physical or mental disability, or any other factor protected by applicable laws and regulations is prohibited. As part of the Netcompany-Intrasoft culture, we respect human rights and focus on creating a positive workplace, where all employees are valued, and where diversity and inclusion are a vital part of our our everyday working experience.",,Full-time,"Thessaloniki, Greece",EL,,,,2025-06-15,kariera.gr,171192,jobs_software_developer_el.csv
,"['http://data.europa.eu/esco/skill/0ee9e985-0ee5-4a73-8a12-78b53b261bb2', 'http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1', 'http://data.europa.eu/esco/skill/49dd67a9-d0a6-4375-b856-85e09032fdac', 'http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d', 'http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869']","['http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224', 'http://data.europa.eu/esco/occupation/57af9090-55b4-4911-b2d0-86db01c00b02', 'http://data.europa.eu/esco/occupation/5d0cc30d-068a-424c-8463-f42872a7149e', 'http://data.europa.eu/esco/occupation/7819669b-30c2-42e6-a1c4-0bcd6f0379ff', 'http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d', 'http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1', 'http://data.europa.eu/esco/isco/C2153']",,57446,SOFTWARE ENGINEER / SOFTWARE DEVELOPER,"We look forward to meeting you at the kariera.gr career days on 12 & 13 October at stand 343!
Our CTO will be there to discuss career potentials with you!
 
PRISMA ELECTRONICS SA is an innovative, high technology company that was established in 1991 in Alexandroupolis, Greece. Throughout a consistent and continuous effort, the company engaged in a wide range of activities in the field of Electronics, Information Technology, Telecommunications and Energy. Today it is known for its popular products: LAROS (www.laros.gr) and XENAGOS (www.e-xenagos.gr), as well as the close co- operation with major research institutes such as CERN, ESA and NCSR Demokritos etc.
 
The R&D Department of Prisma Electronics, located in Athens - Greece, is looking for talented and motivated individuals that will join to our software team and work as computer Software Engineer / Software Developer on the design, development and debug of various software components and be actively involved in further progress of our solutions. Candidates must have the following skills:
 
SOFTWARE ENGINEER / SOFTWARE DEVELOPER- (Job code: SED-2403)
 
Responsibilities:
The Software Support Engineer is responsible for the implementation and support of software development used inside the company and Web. The role develops and prepares (in-house) software coding whenever there is a corresponding business need within a specified timeframe. The ideal candidate is expected to have a thorough understanding of technical concepts required for software engineering and deployment and should be able to navigate and quickly understand complex code and systems. The position demands excellent analytical and problem-solving skills and applicants must be able to communicate clearly and effectively. She/he should be a person with great technical passion, terrific problem-solving skills, drive for results and ability to work independently.
 
Requirements:

Bachelor's degree in computer science or equivalent in related technical field(s)
Experience in C# / .NET, Microsoft Visual Studio
Solid understanding of object-oriented methodologies
Ability to be self-motivated and team-motivated
Ability to work well in a team environment with developers
Strong communication, problem solving, and analytical skills.
Strong troubleshooting.
Fluent in English

 
Additional Requirements:

Experience with Mobile Platforms
Experience web development technologies
Experience with multiple projects
Experience with IT Troubleshooting

 
What we offer:

Competitive remuneration package
High standard working environment
Cooperation with International Companies & Executives
Ongoing training
Opportunities for career development

 
Please send your CV to address mail: ibd@prismael.com by referring the relevant Ref Code (ex. SED-2403).",Mid-level,Full-time,"Palaio Faliro, Greece",EL,,,,2024-09-23,kariera.gr,171615,jobs_software_developer_el.csv
,"['http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a', 'http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2', 'http://data.europa.eu/esco/skill/1835a7c1-600e-4b16-a0af-fb4f7d8d77b9', 'http://data.europa.eu/esco/skill/2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4', 'http://data.europa.eu/esco/skill/3bc08c26-2f98-4730-bbb6-ec4a8566e3cf', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/7c821387-b428-4f75-b5a7-7b038aa81cfd', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363', 'http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff', 'http://data.europa.eu/esco/skill/db27065e-3c06-4f89-aa55-48fd87dabf82', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a', 'http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b', 'http://data.europa.eu/esco/skill/ece81686-331c-4381-bf3f-5ea610d47a7f', 'http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8']","['http://data.europa.eu/esco/occupation/040fcfa5-24be-43eb-afd5-828297175b16', 'http://data.europa.eu/esco/occupation/5d0cc30d-068a-424c-8463-f42872a7149e', 'http://data.europa.eu/esco/occupation/874a2080-a9b6-46a9-8662-c9b7d4208f73', 'http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0', 'http://data.europa.eu/esco/occupation/cb4f98c8-6b8d-41d8-87eb-a2a2033a3a25']",,57468,Entersoft Developer / Consultant,"The Lapin House Group (LH Group) is a group of companies with great experience & expertise in the field of fashion and has successfully represented for 50 years some of the most iconic international brands of luxury & premium fashion in the Greek and foreign markets.
The Lapin House Group (LH Group) is looking for an Entersoft Developer / Consultant for the area of ​​Nea Kifisia.
 
Main Responsibilities:

Training and supporting users in the use of Entersoft Business Suite.
Anticipate and troubleshoot problems.
Collection and analysis of ERP user requirements, with the aim of finding facilitation proposals.
Participation in system configuration and functionality control.
Support the IT team at a basic and advanced level.
Solving basic problems and determining the best solution for user hardware and software issues.
Work with existing Entersoft ERP software, using the latest technologies in alignment with business expectations and goals.
Participating in system upgrade projects (internal, remote users), including gathering user requirements, designing, configuring, testing and implementing enhancements.
Collaborate with company departments to analyze complex needs and define best practices for translating business requirements into processes on the Entersoft platform.
Support in the development of processes that will improve the user experience.
Training users in the new processes designed and implemented by computerization, as well as documenting the process and training.

Required Qualifications:

At least 4 to 6 years of experience in Entersoft products
Excellent understanding of ERP functions in finance, procurement, sales and warehouse management.
Understanding of basic accounting principles.
Ability to maintain positive work environment and team motivation towards goals.
Excellent organizational skills and attention to detail
Excellent communication skills 
Good knowledge of the English language

The company offers:

Satisfactory salary package, adjusted to qualifications and experience
Career development and growth opportunities in a dynamic and growing company
Modern and comfortable working environment
Continuous training and skills development

You will join the Lapin House Group (LH Group) as a member of our company, which respects diversity, offering equal opportunities to everyone, regardless of religion, age, nationality, gender or culture.
All resumes will be kept strictly confidential. The company will only contact candidates whose resumes meet the required qualifications and criteria.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-23,kariera.gr,171586,jobs_software_developer_el.csv
,"['http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137', 'http://data.europa.eu/esco/skill/519e801b-3cc4-44d4-bcf1-32fdb9a77e51', 'http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d', 'http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363', 'http://data.europa.eu/esco/skill/e9575f7f-053a-439e-8074-f93df3334e92']","['http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97', 'http://data.europa.eu/esco/isco/C2424', 'http://data.europa.eu/esco/isco/C2512']",,59481,Microsoft Power Platform Developer,"SingularLogic, a Space Hellas Group member, is a leading Enterprise Software and Digital Integrated Solutions and Services provider for large enterprises and organizations of the Private and Public sectors.
The Opportunity
We are looking for a motivated Power Platfrom Developer, to join our dynamic team in Business Applications Services department. If you are passionate about technology, constantly seeking to learn and improve skill set, then you are the type of person we are looking for!
 
Main Responsibilities

Acting across all aspects of a Power 365 project including apps, reports, flows and integrations
Understanding authorizations and data governance
Integrating Power Platform with Azure
Actively participate in the presales process

Requirements

University Degree in Computer Science, Information Systems or similar field (a Master’s degree will be considered a plus)
At least 2 years of relevant working experience in business analysis or software application consulting
Experience on 365/Power Platform development
Experience in process documentation and analysis, including specification of system requirements for business processes
Highly proficient in MS Office Suite (Word, Outlook, PowerPoint and Excel)
Excellent verbal, written and presentational skills in both Greek and English; other languages will be considered a plus
Willingness to travel for client meetings and projects as required

Nice to Have 

Power Platform certifications
Azure certifications

Soft Skills

Good communication and interpersonal skills, customer-centric mindset.
Strong problem solving skills and analytical thinking.
Be a team player able to work under pressure
Willingness to keep up to date with new technologies and trends

We provide

Attractive remuneration package (depending on experience).
Personal Development and Training program.
Laptop and relevant equipment.
Private health insurance.
Opportunity to develop your career and skills by joining complex and large projects.
Friendly working environment.
Work-life balance.
Hybrid work model.

 
All applications will be treated with strict confidentiality",Mid-level,Full-time,"Kifisia, Greece",EL,,,,2024-09-25,kariera.gr,172575,jobs_software_developer_el.csv
